	1_NA_NA_NA_NA_NA_NA_3	2_NA_NA_NA_NA_NA_NA_3	3_NA_NA_NA_NA_NA_NA_2	4_NA_NA_NA_NA_NA_NA_3	5_NA_NA_NA_NA_NA_NA_3	6_NA_NA_NA_NA_NA_NA_3	7_NA_NA_NA_NA_NA_NA_2	8_NA_NA_NA_NA_NA_NA_3	9_NA_NA_NA_NA_NA_NA_3	9_P1_0.33_NA_NA_NA_NA_3	10_NA_NA_NA_NA_NA_NA_2	10_P2_NA_NA_NA_NA_NA_3	10_P3_NA_NA_NA_NA_NA_2	10_P4_NA_NA_NA_NA_NA_2	11_NA_NA_NA_NA_NA_NA_3	11_P1_1.00_NA_NA_NA_NA_3	12_NA_NA_NA_NA_NA_NA_3	12_P5_NA_NA_NA_NA_NA_3	13_NA_NA_NA_NA_NA_NA_3	13_P6_NA_NA_NA_NA_NA_3	14_NA_NA_NA_NA_NA_NA_3	14_P6_NA_NA_NA_NA_NA_3	15_P7_NA_NA_NA_NA_NA_2	15_P8_NA_NA_NA_NA_NA_3	15_NA_NA_NA_NA_NA_NA_3	16_NA_NA_NA_NA_NA_NA_1	16_P9_1.00_NA_NA_NA_NA_1	17_NA_NA_NA_NA_NA_NA_3	17_P5_NA_NA_NA_NA_NA_2	18_NA_NA_NA_NA_NA_NA_3	18_P10_NA_NA_NA_NA_NA_3	19_NA_NA_NA_NA_NA_NA_3	19_P11_1.00_NA_NA_NA_NA_3	20_NA_NA_NA_NA_NA_NA_3	20_P12_1.00_NA_NA_NA_NA_3	21_NA_NA_NA_NA_NA_0.00_5	21_P6_NA_NA_NA_NA_0.33_5	21_P6_NA_NA_NA_NA_2.00_5	22_P13_NA_NA_NA_NA_0.00_5	22_P13_NA_NA_NA_NA_0.67_5	22_P13_NA_NA_NA_NA_2.00_5	23_NA_NA_NA_NA_NA_NA_3	23_NA_NA_NA_G1551_NA_NA_3	23_NA_NA_NA_G1997_NA_NA_3	23_NA_NA_NA_G1551,G1997_NA_NA_3	24_NA_NA_NA_NA_NA_NA_3	24_NA_NA_NA_NA_G529_NA_3	24_NA_NA_NA_NA_G2748_NA_3	24_NA_NA_NA_NA_G1167_NA_3	25_NA_NA_NA_NA_NA_NA_3	25_NA_NA_NA_G1551_NA_NA_3	25_NA_NA_NA_G1997_NA_NA_3	25_NA_NA_NA_G1551,G1997_NA_NA_3
G1727	8.3682667	8.2692000	9.1191000	8.1429000	9.7922667	9.8078667	8.8812000	9.1177667	9.6647000	9.9247667	9.1988000	10.0913333	9.3877500	9.2171500	10.0903333	10.2290000	8.7058333	8.6247000	5.5457000	5.4404000	7.9829667	7.4660000	9.2115500	8.3530667	9.7631000	9.6182000	8.8502000	9.8252000	9.4775000	9.8098333	9.9645667	10.3244000	10.3616667	10.0650000	8.2071000	9.8842800	10.0738600	9.9608400	9.8718200	10.4356000	10.2245200	9.0632000	9.0256667	9.0329333	9.0025333	8.1654333	8.3027333	8.1222667	8.6335000	9.4929333	9.6433667	9.6057333	9.5476000
G1728	3.2468333	2.6333667	2.9702500	3.4332000	2.9988333	3.0881333	2.8325500	3.0431667	2.8008000	3.2353333	2.6979500	2.8306333	3.1901500	3.1603000	3.6441333	4.0398667	2.3416667	2.2597333	3.1547000	5.6656333	2.5715667	3.2781000	3.2733500	3.3829333	3.2391333	3.1655000	3.0786000	2.4284667	2.2280000	3.1767333	3.0994000	3.1268667	3.0975000	3.0213667	2.4571000	2.6255000	2.6255000	2.6545600	2.8144800	2.7692400	2.8565600	2.7337667	2.5937667	2.6078667	2.7923333	3.2544333	3.1749000	3.1718667	3.2044667	3.0226000	2.9324667	2.8782667	2.8897000
G1729	5.4222000	4.8966667	6.7482000	7.2007333	7.3999333	7.3970000	7.0573000	7.3946333	8.2508333	5.9038000	7.3558500	6.9154667	7.3069000	6.4725000	7.1665333	5.9306333	5.8536333	6.1111000	7.5256667	5.7593000	8.6227333	7.6694000	6.2292500	5.8292667	5.5957000	6.1490000	5.7798000	7.3645667	6.5840000	6.1648667	5.9105667	5.9260333	5.8564667	6.1798333	6.4942667	7.5139600	7.2246400	6.5076000	7.6355000	6.9359400	6.7713200	5.7141667	5.7652667	5.7166667	5.9058000	7.3229667	7.1848000	7.2767000	7.3960333	6.6069000	6.4096667	7.1209000	6.7815333
G1730	8.0667000	6.9671667	8.2276500	8.1041667	7.0956333	7.4590667	8.3757500	7.3035333	8.6124667	6.2454000	8.4979000	8.5738333	8.9437500	8.3838500	7.3204667	6.7495667	6.9391667	6.9330333	5.1956000	4.6683000	7.5442333	8.0733667	8.6888500	6.9740333	6.6111667	7.9210000	6.1133000	8.2264333	8.1376000	8.1246333	7.7736000	7.8738667	7.4944333	7.4196000	6.4755000	6.8234200	6.9688800	7.2861000	6.7921000	6.2018400	7.0609000	6.7554333	6.7174000	6.7793000	6.6565000	8.1799000	7.9839000	8.0747333	7.7525000	7.5119000	7.8242000	7.3453000	7.7145667
G1731	8.4391667	7.4510000	8.1550000	7.8693000	9.2628333	9.1644333	8.2121500	8.8173000	6.9307000	8.4499667	8.5660000	8.2571667	8.5715500	7.9962000	8.5092667	9.3727333	8.7292000	8.9372667	4.3461000	3.8230333	7.3637333	5.7011000	8.2309000	8.9497000	10.2530000	8.7330000	9.6317000	8.2449667	8.3004500	8.7432000	9.0582667	9.1918333	9.0837667	9.0174000	9.3400667	9.1965200	9.3709400	9.4411000	8.8576600	9.5066200	9.3865800	10.2456667	10.1822333	10.2140000	10.3210000	7.7443667	7.9010667	7.8964000	8.4022667	7.3800667	7.7337000	7.5282667	7.6515000
G1732	9.5790667	9.5473333	9.8546000	10.1003333	9.7630000	9.7465667	9.9377500	9.9251333	10.6960000	10.5870000	10.1185000	10.1045333	10.0966000	9.6815000	11.3333333	11.0036667	8.3861667	8.9350000	4.1485000	4.0812667	8.8600333	7.8846667	9.2730500	9.4724000	10.0603333	9.1816000	8.3893000	10.1876667	10.6920000	9.2647333	9.3008667	9.2381667	9.3614000	9.2822000	9.5057333	10.3034800	10.1198000	9.8987000	10.4336000	9.2269200	9.9863800	10.4020000	10.4423333	10.3410000	10.3473333	9.9962667	10.1916667	10.1593333	10.0163667	10.9020000	11.1226667	10.7726667	10.9200000
G1733	9.3007667	7.0327667	7.0332500	5.8742667	5.3422667	5.4968667	6.9482500	5.5454333	6.2188000	5.2312667	5.2946500	5.5607667	5.5564000	5.1608000	5.4506333	5.3297000	6.6830000	6.4508000	4.4187000	5.5406333	4.5503667	4.9927333	6.7471000	7.4005000	7.0867333	7.2184000	7.4793000	5.4311333	5.5638500	7.1719333	7.3151667	7.2899333	7.0993333	7.3605333	8.8032333	5.9648000	5.9805600	5.9689400	5.6578600	5.7523000	5.8205000	9.5918000	9.7355333	9.5990667	9.5211333	5.6712000	5.9055667	5.9255667	5.5288000	5.6956000	5.8364667	5.8151333	5.9733000
G1734	3.6949000	4.3230667	4.6822000	5.5493667	4.7170667	5.0394000	4.8609500	5.0638667	5.8481333	5.1562667	4.3953500	4.3629000	5.1524000	4.3215500	4.7152333	4.8950333	6.0663333	5.5795333	4.8292000	4.8042333	5.5132667	5.4123000	5.1822500	5.8842333	7.8558333	4.2822000	4.5842000	5.3252000	5.1673000	4.6915667	4.7984000	4.3725333	4.2129000	4.5038667	4.0873000	4.4653200	4.5749400	4.2417200	4.9415200	6.8406800	5.5817400	4.9215667	5.3093000	5.1238333	5.1913667	5.5676000	5.5211000	5.6176000	5.3541000	4.6223333	4.1997667	4.9148333	4.4017000
G1735	12.4593333	11.5240000	12.8380000	12.6123333	12.0870000	12.5136667	12.8735000	12.1196667	9.7377000	9.4976667	9.8120500	9.8124667	9.9019000	9.5431500	9.6112667	9.5585333	11.4706667	11.7826667	6.7367333	7.0645000	10.5790000	8.7040667	12.9925000	13.0306667	13.1313333	13.3150000	12.9420000	10.1880000	10.6540000	13.2166667	13.1946667	13.2663333	13.3023333	13.1560000	12.5146667	11.7096000	12.0936000	12.4574000	10.9184000	11.3826000	12.1064000	12.4556667	12.4876667	12.5813333	12.5290000	12.6743333	12.5950000	12.6900000	12.5560000	9.9940000	10.1493333	9.7315333	10.0333000
G1736	8.8556333	8.1662000	7.8204000	8.3335667	5.9950000	5.9759000	8.3351000	6.8235667	5.4799333	4.2249667	6.7216000	6.0965667	7.0950500	4.5120500	5.3441667	4.8245667	8.4630000	7.6910667	4.5943000	2.9715667	10.0713333	6.2982333	8.1516500	8.2212333	8.3029333	7.7651000	7.3857000	5.7842667	7.1339000	7.8717667	8.1060000	7.6590000	7.1918333	7.5634667	6.6629667	5.5869600	5.5668000	5.4905200	5.7226800	5.9451200	6.9876600	4.6601667	4.9558000	4.7270333	4.8361333	8.0961000	8.3431333	8.3914000	7.4823667	8.4971667	8.8661000	8.0798333	8.6936000
G1737	5.4318333	4.5237000	4.8558500	5.1950333	6.4126667	6.4330333	4.5903000	6.0761333	5.7106333	7.8882000	6.9688500	6.5596000	6.5473500	6.1409500	6.8662000	6.9444000	5.5476000	5.4578000	5.8522000	4.2381667	5.8505000	4.8009667	5.6326000	5.3463000	6.5704333	5.7177000	5.2526000	6.3163000	5.8935000	5.9000000	5.9936000	6.0290000	5.7984000	5.7536333	6.2290000	6.7692800	6.7111000	6.3881200	6.3148600	6.9318000	6.4661800	5.0803000	4.8297000	5.0253000	5.0940333	5.3202333	5.2100667	5.2365000	5.6334333	5.5308667	5.7085333	5.7347000	5.8774333
G1738	9.8863667	9.7302333	10.3535000	9.4580000	9.7013667	9.5920667	10.6070000	9.6788667	10.8106667	10.0673000	10.4215000	10.6366667	10.5115000	10.2200000	10.6013333	10.2270000	9.4132333	9.4850667	3.6759000	4.5462333	9.7789667	7.3421667	10.7340000	10.5260000	10.7516667	10.9860000	10.7000000	10.7810000	10.6745000	10.8850000	10.7863333	11.0230000	11.0120000	10.6173333	11.4920000	10.5560000	10.5810000	10.2762000	10.2211400	9.8013400	9.8070600	9.6534333	9.8801667	9.7544000	9.8691333	9.4615000	9.5395667	9.5958000	9.6142000	9.8715667	10.0000000	9.8557667	9.8870667
G1739	10.0529667	9.7060000	10.8125000	10.5056667	10.6496667	10.4973333	10.5395000	10.5810000	10.8820000	10.4086667	10.2995000	10.2520000	10.0960500	10.0024500	10.7453333	10.7700000	10.6776667	10.8523333	6.2208667	5.0520000	9.0739667	8.7956667	10.2180000	9.6961000	10.0473000	10.1250000	9.5533000	10.7156667	10.7960000	10.2993333	10.1777667	10.3126667	10.0691667	10.0534000	9.6397667	11.1850000	11.2546000	11.3764000	11.4654000	11.5050000	11.6042000	9.1704000	9.1181000	9.1640333	9.4162333	10.5873333	10.6430000	10.5236667	10.6103333	10.6116667	10.6363333	10.6850000	10.7136667
G1740	11.2730000	10.6176667	10.0348000	9.2141000	9.4953667	9.0974000	10.3700000	9.4656667	8.4444000	8.7274333	9.0186000	8.4622000	8.7674500	8.2227500	9.2897000	9.3561000	9.2975000	9.0352667	4.5438667	6.4317000	9.1556333	6.4188667	10.0905000	11.0546667	10.9840000	10.3540000	10.7760000	8.1545667	9.0059000	10.4376667	10.7516667	10.6796667	10.7410000	10.8186667	10.2617333	9.0329000	9.1297000	9.4685600	8.7609200	8.9499400	9.2963600	11.5406667	11.6223333	11.4643333	11.6060000	9.2131000	9.3044000	9.4124000	9.3134333	8.8744667	8.8335667	8.5299000	8.8408667
G1741	6.8536667	5.8705000	7.9807000	8.7380000	8.6436000	8.8435333	7.9250000	8.7400333	8.5837333	8.2424000	8.9275500	9.2838000	9.0255000	8.4491000	9.8636333	9.6530000	8.8875333	8.7052667	3.3384667	4.2127667	7.4764667	6.4181000	8.9861500	7.9510000	8.0037000	8.3135000	7.2598000	8.2251667	8.5826000	8.4778667	8.3510667	8.2409667	8.4472333	8.3522000	9.6158333	9.0429000	8.6516400	7.9646000	9.3182400	9.0142200	8.1436200	7.0756667	7.2269000	7.0296667	7.2240667	8.7749333	8.7696667	8.8118333	8.7624333	8.4887000	8.1820667	8.5655667	8.2839333
G1742	7.6616667	7.2656667	4.7029500	8.1218000	7.8894333	8.0828667	4.7559000	7.8011333	6.6924333	6.6269333	6.2074500	6.1419000	6.3314500	5.9020000	7.5371667	8.0468667	9.9160333	9.6218333	6.1528667	7.1562000	8.2790333	8.7622000	8.5148000	9.6960333	9.6167667	8.0431000	9.8296000	7.4624333	6.7742000	8.2678000	8.3411333	8.1188667	7.3167333	8.2150667	8.6042667	7.0770200	7.2468400	8.1877800	6.8999600	9.2465200	8.6265600	7.6188333	7.4860000	7.7581333	7.7025000	8.0109333	8.2062667	8.2287667	8.1973000	7.0832667	7.3616000	6.9168333	7.1359667
G1743	7.9481667	8.4042667	7.5635500	7.1940000	8.2921333	8.1147667	6.3434000	7.9889333	8.1351000	8.6228667	7.4686000	7.9233333	7.9863500	7.8847000	8.9881000	9.5379667	8.2614667	7.9946333	5.2102333	4.9955333	6.8066000	6.6195667	6.4848000	7.3757000	7.1366000	7.1922000	8.3244000	7.6756000	7.4179500	7.2985667	7.0052667	7.5537667	7.1283000	6.9425667	7.0720667	7.2150800	7.1035200	6.9260000	7.2383200	8.0439200	8.0313800	7.4260333	7.2783000	7.5583000	7.3313333	7.3436667	7.3575667	7.3561667	7.6907000	8.1587000	8.0473000	8.1315333	8.2210333
G1744	7.1857000	8.1285333	6.4033000	8.4904333	7.2157667	8.4751333	7.9747500	6.8786000	8.6319333	7.9597333	9.1247000	8.1224000	7.5635000	8.3918000	7.4361667	8.4097000	6.4146000	7.6099000	8.4038333	7.5630333	8.5688333	7.8581000	6.8344000	7.4775667	8.0228667	8.7335000	6.9617000	8.1626333	8.7697500	7.6382000	7.0030000	7.2907000	6.5852667	7.4404333	8.2918667	7.2870200	6.4533200	7.6381200	8.0362800	8.3793600	7.1894000	8.2512000	7.6835000	7.0851667	6.9939000	7.7842333	7.7882667	8.8114000	8.6123333	7.5653333	8.3873000	6.7866667	7.7788333
G1745	8.8497333	8.0552333	8.8508000	9.8079333	9.6188000	10.0247667	8.8036000	9.6971333	10.4603333	9.8794667	10.1790000	10.0176000	10.1815000	9.7426500	11.0436667	10.4386667	8.7509667	9.1660000	5.0385667	5.3240333	7.6250667	8.0625333	9.5904500	9.0926667	8.7896000	8.3292000	8.0197000	10.1640000	10.0840500	8.7468333	8.5833333	8.3159000	8.5084667	8.5113000	9.2882000	10.2518000	10.1596000	10.0999200	10.5468000	10.3921800	10.8014000	7.9831333	7.8562667	7.9370667	7.9491000	10.0041667	9.7883000	9.8862000	9.8404000	9.6169333	9.6061667	9.6861333	9.3173333
G1746	4.5462000	4.2148667	5.1546500	4.6766667	5.3852333	5.4456333	5.3069000	5.1438000	5.2709000	5.3042667	4.3236000	4.5702333	4.5031500	4.3564000	5.7965333	5.6718667	5.2469000	5.3339000	4.3018333	5.1799000	6.0313000	5.0804333	4.4010500	4.5496667	4.9281667	4.3762000	5.1221000	5.6180000	5.0457000	4.5012667	4.5177333	4.6257667	4.7621333	4.6742333	5.5515667	4.9416000	4.9039200	4.8728800	4.5319400	5.3626800	5.1249400	5.2228667	5.6882333	5.3490667	5.3660000	4.6125333	4.7213667	4.7819000	5.0999667	4.7274667	4.5234667	4.6446333	4.5220333
G1747	2.9413667	4.0428000	7.4481000	6.2237000	6.3458667	6.6305000	7.6651500	6.2020333	8.1507667	6.6524333	8.0213500	7.8816333	8.1183500	7.1165000	7.2658667	6.6917333	7.3200333	7.3830667	3.7042000	5.4599333	2.3053667	3.7323333	3.8520000	3.7868333	3.6712667	3.4794000	3.5649000	7.9403333	7.6952000	3.6971667	3.7236667	3.6214333	3.5501000	3.4350000	2.5173000	7.8484200	7.8147800	7.7269200	8.1575200	7.5408400	7.4255400	6.7649333	6.7313667	6.6716333	6.3931333	6.2430000	6.2662000	6.2915667	6.3291667	7.6238000	7.5411000	7.7103667	7.0598667
G1748	3.6252667	5.8300000	3.7191000	4.1168333	3.8143000	3.7911333	3.7171000	3.8222667	4.0726333	4.5798667	4.1649500	4.3904667	3.3660500	4.9104000	5.4432667	5.0888000	2.9689000	2.9042000	6.0125333	4.6923667	3.7823667	8.1168000	4.1598000	4.2613000	4.1943000	4.0030000	4.2240000	3.3669333	2.8324000	4.1073333	4.1360667	4.1119000	4.1464333	4.1491000	2.9543667	3.2356600	3.1582600	3.1835000	3.4221200	3.3878800	3.3360200	3.2908333	3.2425333	3.4373667	3.3730333	4.0148333	4.1674667	3.8992333	4.0725667	3.9523000	3.3893000	3.8034000	3.6509333
G1749	12.4080000	12.2620000	10.6925000	8.5965667	7.9307667	7.5799667	10.4915000	8.2733667	4.9981333	4.3498667	11.4935000	11.3676667	11.4350000	11.4600000	4.4848667	5.1132000	12.4483333	12.2126667	4.1382000	3.7493667	8.7385333	6.2515333	9.6520000	10.6470000	10.0416333	11.0600000	11.6650000	8.5652000	10.4820000	10.7030333	10.6700000	11.1236667	11.0546667	10.4660000	10.3310000	8.2265600	7.9241800	8.4412000	9.0797000	8.7848000	9.2993800	13.2540000	13.1556667	13.2250000	13.1643333	8.5785000	8.9410667	8.4693667	8.2922000	12.3026667	12.3253333	12.3336667	12.3713333
G1750	7.6131333	7.6540667	7.9261000	8.5580000	8.4406333	8.5581667	7.9328000	8.4902333	8.6606000	8.3333333	9.0333000	8.9084000	9.0382500	8.3360000	9.8499000	8.7723333	7.9779333	8.1720667	4.7304000	6.2081000	9.2916000	8.0840333	8.8369000	8.6291667	8.9980667	8.6797000	8.7169000	9.6997667	9.3182000	8.7594667	8.7663667	8.6874333	8.8523333	8.6385000	9.7270667	9.4336400	9.1566400	9.4099200	9.5413000	9.0074000	8.7509000	9.5598000	9.6630667	9.6418333	9.6172333	8.6340333	8.5152667	8.6638667	8.5261000	8.3868333	8.3396333	8.2522667	8.3228000
G1751	9.8394000	9.3650667	10.1185500	9.5771667	10.1532333	9.8398667	10.0228000	9.9350667	9.7913333	9.5528667	10.2020000	10.3213333	10.4465000	10.6445000	9.3557333	9.6270333	9.7335000	9.6118000	4.4369667	5.3802333	7.5970667	6.1360667	8.0532500	8.2040000	7.9749667	9.5374000	8.3254000	10.2286000	10.0700000	9.0505000	9.0666667	9.4053333	9.3300667	8.9325667	9.4503333	10.2329800	10.2340000	10.0510400	9.8319200	9.5636600	9.6865800	9.1153667	9.3398667	9.0406000	9.2653000	9.6709667	9.5603667	9.5498667	9.7511667	8.5811667	8.9053333	9.1450667	8.8518000
G1752	2.4028667	3.2206667	5.5101000	3.6214333	3.8813000	3.8029333	5.5516000	3.9898333	5.3355667	3.4905000	3.3129500	4.2298000	4.5111500	4.1000000	4.0043333	3.3915333	4.3722000	4.3236333	3.0420000	3.2622333	5.1909000	3.1031333	2.9255000	2.7885000	2.7428667	3.0019000	2.8270000	4.6388000	3.9094500	2.9221667	2.9974000	2.9165333	2.8148667	2.8043333	5.0229000	4.0045200	3.8532600	3.7145600	3.8219400	3.3834800	3.4998400	4.8831333	4.9327000	4.6260667	4.4347000	3.7073000	3.7765667	3.8061667	3.8931333	5.0010667	5.6076333	4.9989667	5.1991333
G1753	4.2695000	7.7991000	5.9259500	4.2525333	5.3316333	5.2548333	4.2165000	5.1395000	4.4082667	4.3711333	3.5145500	3.5383333	3.1729500	3.6418500	4.3346000	4.6870667	8.1875667	8.0827333	4.0622333	4.8748333	3.1339000	5.6071333	3.9459000	3.9867333	3.9496000	3.8108000	4.0459000	4.5710000	4.6045000	3.7965333	3.8892667	3.8537333	3.7663333	3.7421000	2.6218333	3.9079600	3.8924200	3.9362800	3.9121600	3.9941600	3.9825200	5.2709000	5.5988667	5.1547667	5.3500667	4.2723667	4.1068333	4.1379667	4.6180000	4.3914667	4.6341000	4.3482000	4.3625000
G1754	4.4995667	4.6822333	4.4040000	5.1291333	5.3685000	5.3205000	4.3949000	5.2827000	6.0216333	6.1795667	4.6070000	6.1470333	5.0554500	4.6789000	7.2176667	7.1678667	5.4985333	6.1689667	6.3057667	4.3277333	9.4517333	5.4299667	7.5781000	7.8406667	7.7903333	7.7389000	8.2784000	6.2609667	6.1259000	7.8453333	7.8412667	8.0772667	7.9646000	7.7824667	9.0653333	4.8198200	4.5294800	4.5295400	5.3493400	5.0666800	4.8576400	9.9376000	9.4869667	9.6073333	9.2507000	5.1595667	5.0588000	4.9050000	5.0615333	7.5471667	7.8837333	7.7666333	7.6733667
G1755	2.8411333	3.5357333	2.6176500	2.9181667	2.6233000	2.6477667	2.7945500	2.8950333	3.2609667	3.2358667	3.1104000	2.9501667	2.4697500	2.7127000	3.8795000	3.4340333	2.3092000	2.0279667	3.7461333	5.3840333	3.2376000	6.0021000	2.9215500	2.9513667	2.9649000	2.8026000	2.8415000	2.3061667	2.0776000	2.7913333	2.8691000	2.7314667	2.6448333	2.5834000	2.1857333	3.3619600	3.2819600	3.5027000	3.4805800	3.6017600	3.4884600	2.2608667	2.2252333	2.2598000	2.2532333	2.6322000	2.8313333	2.6197667	2.7403000	2.7625000	2.4298000	2.5260333	2.7416000
G1756	3.5569667	3.9054000	3.4953500	3.8539333	3.4240333	3.4559333	3.5394000	3.5046333	3.8062667	3.7746000	3.5728000	3.0651333	3.0080500	4.1142000	4.3702667	4.8432667	2.8346667	2.6140000	5.2252667	4.1100333	10.6176667	6.9942667	3.8234500	3.9062667	3.8211667	3.5843000	3.6757000	3.0149000	2.6837000	3.7885333	3.6224667	3.7434000	3.6665667	3.7485667	2.7259333	2.7102200	2.9095400	2.7448200	3.0689000	3.1831400	3.0617200	2.8565667	3.0468000	2.9637333	3.0066000	3.7268333	3.7058667	3.6274667	3.6104000	3.2260667	3.2289000	3.2462333	3.1965000
G1757	11.1900000	11.5296667	11.3850000	11.2400000	11.7096667	11.6590000	11.4390000	11.6583333	10.9836667	12.0973333	11.8385000	11.5066667	11.8290000	11.7255000	11.7486667	12.1923333	11.1696667	11.5566667	4.8676667	4.3524333	10.5446667	9.0423333	11.4380000	11.5276667	11.6403333	11.8530000	11.0260000	11.2763333	11.3205000	11.7226667	11.6403333	11.8180000	11.8390000	11.8650000	11.9083333	11.5518000	11.6164000	11.5444000	11.3936000	11.6410000	11.6808000	9.9895333	9.8018333	10.0767000	10.0976667	11.3413333	11.3513333	11.2773333	11.4606667	10.8390000	11.1146667	10.9353333	11.1640000
G1758	6.9650667	7.5100333	7.5621000	7.2416333	7.3856333	7.2751000	7.4874000	7.3369667	7.8266667	7.8667333	7.8462000	8.1572333	7.9838500	7.6735500	7.8011667	7.4771667	6.5238333	6.6001667	5.7465000	5.2758000	6.1985667	6.4660000	7.7223500	7.4826000	8.1808667	7.8895000	7.0261000	7.6272667	7.9215500	7.8623000	8.0175333	7.9723333	7.8501000	7.8334000	7.2891667	8.1292400	7.9449400	7.7865200	7.9994800	7.6181600	7.7854800	6.2662000	6.1897000	6.1273667	6.3781333	7.2038000	7.2260333	7.3354000	7.2888000	7.8233333	7.8817000	7.7975333	8.1384667
G1759	4.9315667	4.6525000	4.3090000	4.3855667	4.3208000	4.5453667	4.5057500	4.4222000	5.0641000	5.1680000	4.5573500	4.2518667	4.4838000	4.0169000	5.9998667	5.8138333	4.3448667	4.4744667	6.0368333	7.1159667	6.8861667	6.5488000	4.7498500	4.9408333	4.9867333	4.7931000	5.4557000	4.5955000	4.6281500	4.8934667	4.9568667	4.8353333	4.7413000	4.6820333	4.8683000	4.3702600	4.4247800	4.3170600	4.5790200	5.8214200	4.5630200	6.4626667	6.1031333	6.3301000	6.1424667	4.4983000	4.4593000	4.2160333	4.4119667	4.6181000	4.7250667	4.6586333	4.6843333
G1760	3.8036667	4.1413333	4.4864000	4.0126000	3.5617667	3.9576667	4.6142000	3.8014667	3.9217000	4.3006667	3.8089000	3.7557333	3.3448000	4.0992000	4.6201667	4.7271000	3.1282000	2.7469667	4.7287333	4.6729667	4.0063667	4.9961667	5.7752000	5.3290333	5.4490000	5.2362000	5.4801000	3.2288333	3.0244500	5.4030000	5.3669000	5.3351333	5.2142000	5.0914333	4.3189000	3.1266200	3.2813800	3.3803400	3.4068600	3.5754200	3.6134800	6.6125000	6.8293000	6.4883667	6.4453667	3.9191000	4.0755667	4.0914000	3.8244667	6.0411667	6.2050000	6.3143333	6.0706000
G1761	11.9373333	12.4346667	13.4065000	12.9303333	12.2323333	11.8340000	13.0935000	12.9270000	11.3527333	8.5926333	8.7580500	8.3437333	8.8904000	7.8628000	7.7497333	7.3639667	11.4723333	11.9063333	6.3912333	5.9654000	13.4030000	11.6676667	11.8270000	9.8932333	9.7226000	8.9251000	7.9704000	11.4643000	13.3385000	10.0059000	9.4682000	9.1136667	7.9959333	8.1935667	8.5546667	6.8384000	6.5434400	6.2380800	11.4323600	10.8377800	10.7209200	6.6048000	6.8525333	6.6943667	6.9378333	12.8393333	12.9316667	13.0153333	13.0086667	12.9340000	12.9486667	12.9953333	12.9526667
G1762	8.8278000	8.1014000	7.6538500	7.4732333	7.4310667	7.2156000	7.8242500	7.5717667	7.6205333	8.2760000	7.8906500	7.9361000	8.0739000	7.7569500	8.1310333	7.4264667	8.3125000	7.8946000	3.1292000	3.5337000	2.7160333	3.9045333	5.8475500	6.5543000	7.3586333	6.9759000	7.5991000	7.8804333	7.9106500	6.7019667	6.7745667	7.1304333	6.8494000	6.9160333	9.2483000	7.8142000	8.0203800	8.3337400	7.5567600	8.1749400	8.4700000	8.9310667	8.8930000	8.9443000	8.9135333	7.4304333	7.6375667	7.6553333	7.4309000	9.1706000	9.4430667	8.8584333	9.1749000
G1763	5.4366000	5.5525667	6.4650500	6.0020667	5.4860000	5.7598667	6.2984000	5.5499333	8.2609000	6.6656333	5.2359500	4.8412333	4.7187500	4.8672500	6.3540667	6.9945000	6.9921000	6.1233667	4.3218333	5.0165667	7.4505667	8.0619000	6.1912500	5.8835667	5.3148000	5.7175000	5.7696000	10.4076667	9.1936000	5.9210000	5.6851000	5.7901000	5.4827000	5.6567333	7.8866333	4.8969600	4.7980400	4.6833000	4.9833800	5.1130600	4.7966000	6.6150000	6.8962000	6.7469333	6.7229000	5.9267000	5.7937000	5.8936333	5.7722667	8.2416667	7.6296667	8.7569667	7.8699000
G1764	9.0748333	6.8653667	9.6352500	9.0544667	9.2538000	9.3322000	9.6097500	9.2921333	9.0130000	8.1055000	11.5450000	11.5570000	11.5130000	10.9350000	8.6320667	8.2081333	10.4370000	10.9200000	5.5583667	5.4602667	8.4546333	5.7204000	9.1422500	8.9538667	8.7378667	9.0803000	8.1485000	11.9970000	12.1070000	9.1215333	9.0360000	9.1473000	9.0896333	9.3268000	8.5036000	9.3136400	9.2178000	9.2137400	9.4357600	9.1342000	8.9055600	6.9299333	6.9469333	6.8606000	6.9456667	9.1357333	9.2387667	9.1809667	9.2716000	8.3424000	8.3953333	8.5767000	8.4821333
G1765	6.2975667	6.4339333	5.7689500	6.0197000	5.4602333	5.5100333	5.8987000	5.5134333	5.2374333	5.7763667	5.9171500	6.2381000	5.7511000	6.0013500	7.1218333	6.7058667	5.6005000	5.9666333	4.8044000	6.9251000	7.0053667	7.4197667	6.0813500	6.2711667	6.1916000	6.2015000	6.2871000	6.7396333	6.1399000	6.0569333	5.9743667	6.1014667	5.9381667	6.0175000	4.1185667	7.0612800	7.0768600	7.1586400	7.7475800	7.5265400	7.5613800	8.9836000	8.9807667	8.9395000	8.8400000	5.9101000	5.9892667	5.9429333	5.7131333	6.8101333	6.6942667	6.7793667	6.3625333
